,input_number,input,input_ensg,ensg_number,ortholog_name,ortholog_ensg,description
2000,170,Wnk1,ENSMUSG00000045962,170.1.1,WNK1,ENSG00000060237,WNK lysine deficient protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:14540]
2016,171,Ythdc1,ENSMUSG00000035851,171.1.1,YTHDC1,ENSG00000083896,YTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30626]
124,172,Ascc3,ENSMUSG00000038774,172.1.1,ASCC3,ENSG00000112249,activating signal cointegrator 1 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:18697]
922,173,Lima1,ENSMUSG00000023022,173.1.1,LIMA1,ENSG00000050405,LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:HGNC:24636]
715,174,H2-D1,ENSMUSG00000073411,174.1.1,N/A,N/A,N/A
448,175,Ddx5,ENSMUSG00000020719,175.1.1,DDX5,ENSG00000108654,DEAD-box helicase 5 [Source:HGNC Symbol;Acc:HGNC:2746]
567,176,Esam,ENSMUSG00000001946,176.1.1,ESAM,ENSG00000149564,endothelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:17474]
1148,177,Nedd9,ENSMUSG00000021365,177.1.1,NEDD9,ENSG00000111859,"neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:HGNC:7733]"
62,178,Alas1,ENSMUSG00000032786,178.1.1,ALAS1,ENSG00000023330,5'-aminolevulinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:396]
1221,179,Pcm1,ENSMUSG00000031592,179.1.1,PCM1,ENSG00000078674,pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727]
1456,180,Rhoc,ENSMUSG00000002233,180.1.1,RHOC,ENSG00000155366,ras homolog family member C [Source:HGNC Symbol;Acc:HGNC:669]
894,181,Kmt2e,ENSMUSG00000029004,181.1.1,KMT2E,ENSG00000005483,lysine methyltransferase 2E [Source:HGNC Symbol;Acc:HGNC:18541]
1706,182,Spock2,ENSMUSG00000058297,182.1.1,SPOCK2,ENSG00000107742,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:13564]"
1155,183,Nfe2l1,ENSMUSG00000038615,183.1.1,NFE2L1,ENSG00000082641,"nuclear factor, erythroid 2 like 1 [Source:HGNC Symbol;Acc:HGNC:7781]"
1108,184,Ncl,ENSMUSG00000026234,184.1.1,NCL,ENSG00000115053,nucleolin [Source:HGNC Symbol;Acc:HGNC:7667]
1144,185,Neat1,ENSMUSG00000092274,185.1.1,NEAT1,ENSG00000245532,N/A
1719,186,Srgn,ENSMUSG00000020077,186.1.1,SRGN,ENSG00000122862,serglycin [Source:HGNC Symbol;Acc:HGNC:9361]
1784,187,Tax1bp1,ENSMUSG00000004535,187.1.1,TAX1BP1,ENSG00000106052,Tax1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11575]
1674,188,Smchd1,ENSMUSG00000024054,188.1.1,SMCHD1,ENSG00000101596,structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090]
1489,189,Rpl29,ENSMUSG00000048758,189.1.1,RPL29,ENSG00000162244,ribosomal protein L29 [Source:HGNC Symbol;Acc:HGNC:10331]
74,190,Ankrd11,ENSMUSG00000035569,190.1.1,ANKRD11,ENSG00000167522,ankyrin repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:21316]
1081,191,Myl12a,ENSMUSG00000024048,191.1.1,MYL12A,ENSG00000101608,N/A
1082,191,Myl12a,ENSMUSG00000117098,191.2.1,MYL12B,ENSG00000118680,myosin light chain 12B [Source:HGNC Symbol;Acc:HGNC:29827]
220,192,Cald1,ENSMUSG00000029761,192.1.1,CALD1,ENSG00000122786,caldesmon 1 [Source:HGNC Symbol;Acc:HGNC:1441]
1099,193,Naca,ENSMUSG00000061315,193.1.1,NACA,ENSG00000196531,nascent polypeptide associated complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:7629]
816,194,Ifitm3,ENSMUSG00000025492,194.1.1,IFITM3,ENSG00000142089,interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414]
817,194,Ifitm3,ENSMUSG00000025492,194.1.2,IFITM2,ENSG00000185201,interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413]
818,194,Ifitm3,ENSMUSG00000025492,194.1.3,IFITM1,ENSG00000185885,interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:5412]
1941,195,Ubxn2a,ENSMUSG00000020634,195.1.1,UBXN2A,ENSG00000173960,UBX domain protein 2A [Source:HGNC Symbol;Acc:HGNC:27265]
536,196,Eif5,ENSMUSG00000021282,196.1.1,EIF5,ENSG00000100664,eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:HGNC:3299]
334,197,Clk1,ENSMUSG00000026034,197.1.1,CLK1,ENSG00000013441,CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]
1454,198,Rhob,ENSMUSG00000054364,198.1.1,RHOB,ENSG00000143878,ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]
1775,199,Tacc1,ENSMUSG00000065954,199.1.1,TACC1,ENSG00000147526,transforming acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11522]
1164,200,Nkd1,ENSMUSG00000031661,200.1.1,NKD1,ENSG00000140807,"NKD1, WNT signaling pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:17045]"
372,201,Cox6c,ENSMUSG00000014313,201.1.1,COX6C,ENSG00000164919,cytochrome c oxidase subunit 6C [Source:HGNC Symbol;Acc:HGNC:2285]
1721,202,Srp14,ENSMUSG00000009549,202.1.1,SRP14,ENSG00000140319,signal recognition particle 14 [Source:HGNC Symbol;Acc:HGNC:11299]
1247,203,Pglyrp1,ENSMUSG00000030413,203.1.1,PGLYRP1,ENSG00000008438,peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:8904]
683,204,Gnb1,ENSMUSG00000029064,204.1.1,GNB1,ENSG00000078369,G protein subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4396]
1594,205,Selenok,ENSMUSG00000042682,205.1.1,SELENOK,ENSG00000113811,selenoprotein K [Source:HGNC Symbol;Acc:HGNC:30394]
1732,206,Srsf2,ENSMUSG00000034120,206.1.1,SRSF2,ENSG00000161547,serine and arginine rich splicing factor 2 [Source:HGNC Symbol;Acc:HGNC:10783]
226,207,Calm2,ENSMUSG00000036438,207.3.1,CALM2,ENSG00000143933,calmodulin 2 [Source:HGNC Symbol;Acc:HGNC:1445]
591,208,Fam71a,ENSMUSG00000091017,208.1.1,FAM71A,ENSG00000162771,family with sequence similarity 71 member A [Source:HGNC Symbol;Acc:HGNC:26541]
1058,209,mt-Co2,ENSMUSG00000064354,209.1.1,MT-CO2,ENSG00000198712,mitochondrially encoded cytochrome c oxidase II [Source:HGNC Symbol;Acc:HGNC:7421]
685,210,Gng11,ENSMUSG00000032766,210.1.1,GNG11,ENSG00000127920,G protein subunit gamma 11 [Source:HGNC Symbol;Acc:HGNC:4403]
2058,211,Zmynd11,ENSMUSG00000021156,211.1.1,ZMYND11,ENSG00000015171,zinc finger MYND-type containing 11 [Source:HGNC Symbol;Acc:HGNC:16966]
883,212,Klf13,ENSMUSG00000052040,212.1.1,KLF13,ENSG00000169926,Kruppel like factor 13 [Source:HGNC Symbol;Acc:HGNC:13672]
7,213,1810037I17Rik,ENSMUSG00000054091,213.1.1,C4orf3,ENSG00000164096,chromosome 4 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:19225]
677,214,Gm26532,ENSMUSG00000097296,214.1.1,N/A,N/A,N/A
2032,215,Zcchc7,ENSMUSG00000035649,215.1.1,ZCCHC7,ENSG00000147905,zinc finger CCHC-type containing 7 [Source:HGNC Symbol;Acc:HGNC:26209]
324,216,Cirbp,ENSMUSG00000045193,216.1.1,CIRBP,ENSG00000099622,cold inducible RNA binding protein [Source:HGNC Symbol;Acc:HGNC:1982]
459,217,Dlc1,ENSMUSG00000031523,217.1.1,DLC1,ENSG00000164741,DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897]
1509,218,Rplp0,ENSMUSG00000067274,218.1.1,RPLP0,ENSG00000089157,N/A
2009,219,Xrn1,ENSMUSG00000032410,219.1.1,XRN1,ENSG00000114127,5'-3' exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:30654]
1851,220,Tmf1,ENSMUSG00000030059,220.1.1,TMF1,ENSG00000144747,TATA element modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:11870]
1383,221,Pum2,ENSMUSG00000020594,221.1.1,PUM2,ENSG00000055917,pumilio RNA binding family member 2 [Source:HGNC Symbol;Acc:HGNC:14958]
1466,222,Rock2,ENSMUSG00000020580,222.1.1,ROCK2,ENSG00000134318,Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]
933,223,Lmo7,ENSMUSG00000033060,223.1.1,LMO7,ENSG00000136153,LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646]
310,224,Cgnl1,ENSMUSG00000032232,224.1.1,CGNL1,ENSG00000128849,cingulin like 1 [Source:HGNC Symbol;Acc:HGNC:25931]
699,225,Gpx1,ENSMUSG00000063856,225.1.1,GPX1,ENSG00000233276,glutathione peroxidase 1 [Source:HGNC Symbol;Acc:HGNC:4553]
1956,226,Uqcrh,ENSMUSG00000063882,226.1.1,UQCRH,ENSG00000173660,ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:HGNC:12590]
1957,226,Uqcrh,ENSMUSG00000063882,226.1.2,UQCRHL,ENSG00000233954,ubiquinol-cytochrome c reductase hinge protein like [Source:HGNC Symbol;Acc:HGNC:51714]
1323,227,Prdm16,ENSMUSG00000039410,227.1.1,PRDM16,ENSG00000142611,PR/SET domain 16 [Source:HGNC Symbol;Acc:HGNC:14000]
1968,228,Utrn,ENSMUSG00000019820,228.1.1,UTRN,ENSG00000152818,utrophin [Source:HGNC Symbol;Acc:HGNC:12635]
59,229,Akr1a1,ENSMUSG00000028692,229.1.1,AKR1A1,ENSG00000117448,aldo-keto reductase family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:380]
452,230,Dek,ENSMUSG00000021377,230.1.1,DEK,ENSG00000124795,DEK proto-oncogene [Source:HGNC Symbol;Acc:HGNC:2768]
849,231,Itgb1,ENSMUSG00000025809,231.1.1,ITGB1,ENSG00000150093,integrin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6153]
1254,232,Phf3,ENSMUSG00000048874,232.1.1,PHF3,ENSG00000118482,PHD finger protein 3 [Source:HGNC Symbol;Acc:HGNC:8921]
1265,233,Pitpnc1,ENSMUSG00000040430,233.1.1,PITPNC1,ENSG00000154217,N/A
1385,234,Purb,ENSMUSG00000094483,234.1.1,PURB,ENSG00000146676,purine rich element binding protein B [Source:HGNC Symbol;Acc:HGNC:9702]
1152,235,Nes,ENSMUSG00000004891,235.1.1,NES,ENSG00000132688,nestin [Source:HGNC Symbol;Acc:HGNC:7756]
1216,236,Pbrm1,ENSMUSG00000042323,236.1.1,PBRM1,ENSG00000163939,polybromo 1 [Source:HGNC Symbol;Acc:HGNC:30064]
738,237,Herc1,ENSMUSG00000038664,237.1.1,HERC1,ENSG00000103657,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:HGNC Symbol;Acc:HGNC:4867]
858,238,Jak1,ENSMUSG00000028530,238.1.1,JAK1,ENSG00000162434,Janus kinase 1 [Source:HGNC Symbol;Acc:HGNC:6190]
1965,239,Usp53,ENSMUSG00000039701,239.1.1,USP53,ENSG00000145390,ubiquitin specific peptidase 53 [Source:HGNC Symbol;Acc:HGNC:29255]
1766,240,Swap70,ENSMUSG00000031015,240.1.1,SWAP70,ENSG00000133789,switching B cell complex subunit SWAP70 [Source:HGNC Symbol;Acc:HGNC:17070]
47,241,Afap1l1,ENSMUSG00000033032,241.1.1,AFAP1L1,ENSG00000157510,actin filament associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:26714]
1087,242,N4bp1,ENSMUSG00000031652,242.1.1,AC026470.1,ENSG00000102921,NEDD4 binding protein 1 [Source:NCBI gene;Acc:9683]
721,243,H2afv,ENSMUSG00000041126,243.1.1,H2AFV,ENSG00000105968,H2A histone family member V [Source:HGNC Symbol;Acc:HGNC:20664]
287,244,Cdk11b,ENSMUSG00000029062,244.1.2,CDK11B,ENSG00000248333,cyclin dependent kinase 11B [Source:HGNC Symbol;Acc:HGNC:1729]
848,245,Itga6,ENSMUSG00000027111,245.1.1,ITGA6,ENSG00000091409,integrin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6142]
1660,246,Slc9a3r2,ENSMUSG00000002504,246.1.1,SLC9A3R2,ENSG00000065054,SLC9A3 regulator 2 [Source:HGNC Symbol;Acc:HGNC:11076]
418,247,Cxcl12,ENSMUSG00000061353,247.1.1,CXCL12,ENSG00000107562,C-X-C motif chemokine ligand 12 [Source:HGNC Symbol;Acc:HGNC:10672]
1476,248,Rpl15,ENSMUSG00000012405,248.1.1,RPL15,ENSG00000174748,ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:10306]
1147,249,Nedd8,ENSMUSG00000010376,249.1.1,NEDD8,ENSG00000129559,"neural precursor cell expressed, developmentally down-regulated 8 [Source:HGNC Symbol;Acc:HGNC:7732]"
1952,250,Uqcr11,ENSMUSG00000020163,250.1.1,UQCR11,ENSG00000127540,"ubiquinol-cytochrome c reductase, complex III subunit XI [Source:HGNC Symbol;Acc:HGNC:30862]"
1953,250,Uqcr11,ENSMUSG00000020163,250.1.2,AC005943.1,ENSG00000267059,"novel transcript, readthrough between UQCR11 and MBD3"
1010,251,Mgp,ENSMUSG00000030218,251.1.1,MGP,ENSG00000111341,matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]
1779,252,Tagln2,ENSMUSG00000026547,252.1.1,TAGLN2,ENSG00000158710,transgelin 2 [Source:HGNC Symbol;Acc:HGNC:11554]
1212,253,Pam,ENSMUSG00000026335,253.1.1,PAM,ENSG00000145730,peptidylglycine alpha-amidating monooxygenase [Source:HGNC Symbol;Acc:HGNC:8596]
1171,255,Nostrin,ENSMUSG00000034738,255.1.1,NOSTRIN,ENSG00000163072,nitric oxide synthase trafficking [Source:HGNC Symbol;Acc:HGNC:20203]
2049,256,Zfp91,ENSMUSG00000024695,256.1.1,ZFP91,ENSG00000186660,ZFP91 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:14983]
2050,256,Zfp91,ENSMUSG00000024695,256.1.2,ZFP91-CNTF,ENSG00000255073,ZFP91-CNTF readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:33441]
1372,257,Ptp4a2,ENSMUSG00000028788,257.1.1,PTP4A2,ENSG00000184007,"protein tyrosine phosphatase type IVA, member 2 [Source:HGNC Symbol;Acc:HGNC:9635]"
625,258,Fryl,ENSMUSG00000070733,258.1.1,FRYL,ENSG00000075539,FRY like transcription coactivator [Source:HGNC Symbol;Acc:HGNC:29127]
18,259,Abcb1a,ENSMUSG00000040584,259.1.1,ABCB1,ENSG00000085563,ATP binding cassette subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:40]
597,260,Fcho2,ENSMUSG00000041685,260.1.1,FCHO2,ENSG00000157107,FCH domain only 2 [Source:HGNC Symbol;Acc:HGNC:25180]
1013,261,Mier1,ENSMUSG00000028522,261.1.1,MIER1,ENSG00000198160,MIER1 transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:29657]
1502,262,Rpl39,ENSMUSG00000079641,262.1.1,RPL39,ENSG00000198918,ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:10350]
1401,263,Rac1,ENSMUSG00000001847,263.1.1,RAC1,ENSG00000136238,Rac family small GTPase 1 [Source:HGNC Symbol;Acc:HGNC:9801]
2025,264,Zbtb4,ENSMUSG00000018750,264.1.1,ZBTB4,ENSG00000174282,zinc finger and BTB domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23847]
1916,265,Uaca,ENSMUSG00000034485,265.1.1,UACA,ENSG00000137831,uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:HGNC Symbol;Acc:HGNC:15947]
676,266,Gm2000,ENSMUSG00000078193,266.1.1,RPL35,ENSG00000136942,ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:10344]
1606,267,Serbp1,ENSMUSG00000036371,267.1.1,SERBP1,ENSG00000142864,SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17860]
1371,268,Ptn,ENSMUSG00000029838,268.1.1,PTN,ENSG00000105894,pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630]
231,269,Camk2n1,ENSMUSG00000046447,269.1.1,CAMK2N1,ENSG00000162545,calcium/calmodulin dependent protein kinase II inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:24190]
873,270,Kif1b,ENSMUSG00000063077,270.1.1,KIF1B,ENSG00000054523,kinesin family member 1B [Source:HGNC Symbol;Acc:HGNC:16636]
2039,271,Zfp292,ENSMUSG00000039967,271.1.1,ZNF292,ENSG00000188994,zinc finger protein 292 [Source:HGNC Symbol;Acc:HGNC:18410]
1876,272,Tpm1,ENSMUSG00000032366,272.1.1,TPM1,ENSG00000140416,tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010]
245,273,Cavin1,ENSMUSG00000004044,273.1.1,CAVIN1,ENSG00000177469,caveolae associated protein 1 [Source:HGNC Symbol;Acc:HGNC:9688]
957,274,Luzp1,ENSMUSG00000001089,274.1.1,LUZP1,ENSG00000169641,leucine zipper protein 1 [Source:HGNC Symbol;Acc:HGNC:14985]
1415,275,Rap1b,ENSMUSG00000052681,275.1.1,RAP1B,ENSG00000127314,"RAP1B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9857]"
561,276,Epn2,ENSMUSG00000001036,276.1.1,EPN2,ENSG00000072134,epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]
1490,277,Rpl3,ENSMUSG00000060036,277.1.1,RPL3,ENSG00000100316,ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10332]
1593,278,Selenof,ENSMUSG00000037072,278.1.1,SELENOF,ENSG00000183291,selenoprotein F [Source:HGNC Symbol;Acc:HGNC:17705]
1286,279,Pnrc1,ENSMUSG00000040128,279.1.1,PNRC1,ENSG00000146278,proline rich nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:17278]
187,280,Bclaf1,ENSMUSG00000037608,280.1.1,BCLAF1,ENSG00000029363,BCL2 associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863]
601,281,Filip1,ENSMUSG00000034898,281.1.1,FILIP1,ENSG00000118407,filamin A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21015]
290,282,Cdk19,ENSMUSG00000038481,282.1.1,CDK19,ENSG00000155111,cyclin dependent kinase 19 [Source:HGNC Symbol;Acc:HGNC:19338]
125,283,Ash1l,ENSMUSG00000028053,283.1.1,ASH1L,ENSG00000116539,ASH1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:19088]
1607,284,Serf2,ENSMUSG00000074884,284.1.1,SERF2,ENSG00000140264,small EDRK-rich factor 2 [Source:HGNC Symbol;Acc:HGNC:10757]
511,285,Eef2,ENSMUSG00000034994,285.1.1,EEF2,ENSG00000167658,eukaryotic translation elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:3214]
1789,286,Tbx3,ENSMUSG00000018604,286.1.1,TBX3,ENSG00000135111,T-box 3 [Source:HGNC Symbol;Acc:HGNC:11602]
88,287,Ap2b1,ENSMUSG00000035152,287.1.1,AP2B1,ENSG00000006125,adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]
1548,288,Rsbn1l,ENSMUSG00000039968,288.1.1,RSBN1L,ENSG00000187257,round spermatid basic protein 1 like [Source:HGNC Symbol;Acc:HGNC:24765]
648,289,Gatm,ENSMUSG00000027199,289.1.1,GATM,ENSG00000171766,glycine amidinotransferase [Source:HGNC Symbol;Acc:HGNC:4175]
649,289,Gatm,ENSMUSG00000111138,289.2.1,N/A,N/A,N/A
542,290,Elob,ENSMUSG00000055839,290.1.1,ELOB,ENSG00000103363,elongin B [Source:HGNC Symbol;Acc:HGNC:11619]
989,291,Max,ENSMUSG00000059436,291.1.1,MAX,ENSG00000125952,MYC associated factor X [Source:HGNC Symbol;Acc:HGNC:6913]
1289,292,Polk,ENSMUSG00000021668,292.1.1,POLK,ENSG00000122008,DNA polymerase kappa [Source:HGNC Symbol;Acc:HGNC:9183]
78,293,Ano6,ENSMUSG00000064210,293.1.1,ANO6,ENSG00000177119,anoctamin 6 [Source:HGNC Symbol;Acc:HGNC:25240]
1847,294,Tmem30a,ENSMUSG00000032328,294.1.1,TMEM30A,ENSG00000112697,transmembrane protein 30A [Source:HGNC Symbol;Acc:HGNC:16667]
445,295,Ddx3x,ENSMUSG00000000787,295.1.1,DDX3X,ENSG00000215301,DEAD-box helicase 3 X-linked [Source:HGNC Symbol;Acc:HGNC:2745]
1943,296,Ucp2,ENSMUSG00000033685,296.1.1,UCP2,ENSG00000175567,uncoupling protein 2 [Source:HGNC Symbol;Acc:HGNC:12518]
100,297,Arf6,ENSMUSG00000044147,297.1.1,ARF6,ENSG00000165527,ADP ribosylation factor 6 [Source:HGNC Symbol;Acc:HGNC:659]
146,298,Atp5j,ENSMUSG00000022890,298.1.1,ATP5PF,ENSG00000154723,ATP synthase peripheral stalk subunit F6 [Source:HGNC Symbol;Acc:HGNC:847]
1994,299,Wapl,ENSMUSG00000041408,299.1.1,WAPL,ENSG00000062650,WAPL cohesin release factor [Source:HGNC Symbol;Acc:HGNC:23293]
1752,300,Stmn1,ENSMUSG00000028832,300.1.1,STMN1,ENSG00000117632,stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]
389,301,Csde1,ENSMUSG00000068823,301.1.1,CSDE1,ENSG00000009307,cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905]
43,302,Adgrl4,ENSMUSG00000039167,302.1.1,ELTD1,ENSG00000162618,adhesion G protein-coupled receptor L4 [Source:HGNC Symbol;Acc:HGNC:20822]
1201,303,Osbpl1a,ENSMUSG00000044252,303.1.1,OSBPL1A,ENSG00000141447,oxysterol binding protein like 1A [Source:HGNC Symbol;Acc:HGNC:16398]
1575,304,Sash1,ENSMUSG00000015305,304.1.1,SASH1,ENSG00000111961,SAM and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19182]
171,305,B2m,ENSMUSG00000060802,305.1.1,B2M,ENSG00000166710,beta-2-microglobulin [Source:HGNC Symbol;Acc:HGNC:914]
2003,306,Wwtr1,ENSMUSG00000027803,306.1.1,WWTR1,ENSG00000018408,WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]
1799,307,Tek,ENSMUSG00000006386,307.1.1,TEK,ENSG00000120156,TEK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11724]
1772,308,Synm,ENSMUSG00000030554,308.1.1,SYNM,ENSG00000182253,synemin [Source:HGNC Symbol;Acc:HGNC:24466]
1287,309,Podxl,ENSMUSG00000025608,309.1.1,PODXL,ENSG00000128567,podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171]
95,310,Arap2,ENSMUSG00000037999,310.1.1,ARAP2,ENSG00000047365,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]"
261,311,Ccnl1,ENSMUSG00000027829,311.1.1,CCNL1,ENSG00000163660,cyclin L1 [Source:HGNC Symbol;Acc:HGNC:20569]
771,312,Hnrnpd,ENSMUSG00000000568,312.1.1,HNRNPD,ENSG00000138668,heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]
188,313,Bhlhe40,ENSMUSG00000030103,313.1.1,BHLHE40,ENSG00000134107,basic helix-loop-helix family member e40 [Source:HGNC Symbol;Acc:HGNC:1046]
244,314,Cav2,ENSMUSG00000000058,314.1.1,CAV2,ENSG00000105971,caveolin 2 [Source:HGNC Symbol;Acc:HGNC:1528]
847,315,Itga1,ENSMUSG00000042284,315.1.1,ITGA1,ENSG00000213949,integrin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6134]
137,316,Atp5b,ENSMUSG00000025393,316.1.1,ATP5F1B,ENSG00000110955,ATP synthase F1 subunit beta [Source:HGNC Symbol;Acc:HGNC:830]
427,317,D8Ertd738e,ENSMUSG00000019362,317.1.1,C19orf53,ENSG00000104979,chromosome 19 open reading frame 53 [Source:HGNC Symbol;Acc:HGNC:24991]
1195,318,Oaz1,ENSMUSG00000035242,318.1.1,OAZ1,ENSG00000104904,ornithine decarboxylase antizyme 1 [Source:HGNC Symbol;Acc:HGNC:8095]
1153,319,Net1,ENSMUSG00000021215,319.1.1,NET1,ENSG00000173848,neuroepithelial cell transforming 1 [Source:HGNC Symbol;Acc:HGNC:14592]
1484,320,Rpl23a,ENSMUSG00000058546,320.1.1,RPL23A,ENSG00000198242,N/A
415,321,Cul1,ENSMUSG00000029686,321.1.1,CUL1,ENSG00000055130,cullin 1 [Source:HGNC Symbol;Acc:HGNC:2551]
54,322,Akap12,ENSMUSG00000038587,322.1.1,AKAP12,ENSG00000131016,A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]
300,323,Cenpb,ENSMUSG00000068267,323.1.1,CENPB,ENSG00000125817,centromere protein B [Source:HGNC Symbol;Acc:HGNC:1852]
864,324,Jun,ENSMUSG00000052684,324.1.1,JUN,ENSG00000177606,"Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]"
1180,325,Nrd1,ENSMUSG00000053510,325.1.1,NRDC,ENSG00000078618,nardilysin convertase [Source:HGNC Symbol;Acc:HGNC:7995]
499,326,Ebf1,ENSMUSG00000057098,326.1.1,EBF1,ENSG00000164330,EBF transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3126]
1339,327,Prrc2c,ENSMUSG00000040225,327.1.1,PRRC2C,ENSG00000117523,proline rich coiled-coil 2C [Source:HGNC Symbol;Acc:HGNC:24903]
1938,328,Ubn1,ENSMUSG00000039473,328.1.1,UBN1,ENSG00000118900,ubinuclein 1 [Source:HGNC Symbol;Acc:HGNC:12506]
1703,329,Spag9,ENSMUSG00000020859,329.1.1,SPAG9,ENSG00000008294,sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]
709,330,Gstm1,ENSMUSG00000058135,330.1.1,GSTM1,ENSG00000134184,glutathione S-transferase mu 1 [Source:HGNC Symbol;Acc:HGNC:4632]
1887,331,Trappc6b,ENSMUSG00000020993,331.1.1,TRAPPC6B,ENSG00000182400,trafficking protein particle complex 6B [Source:HGNC Symbol;Acc:HGNC:23066]
814,332,Ifitm2,ENSMUSG00000060591,332.1.2,IFITM2,ENSG00000185201,interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413]
1183,333,Nsd1,ENSMUSG00000021488,333.1.1,NSD1,ENSG00000165671,nuclear receptor binding SET domain protein 1 [Source:HGNC Symbol;Acc:HGNC:14234]
1055,334,mt-Atp6,ENSMUSG00000064357,334.1.1,MT-ATP6,ENSG00000198899,mitochondrially encoded ATP synthase membrane subunit 6 [Source:HGNC Symbol;Acc:HGNC:7414]
272,335,Cd34,ENSMUSG00000016494,335.1.1,CD34,ENSG00000174059,CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]
893,336,Kmt2c,ENSMUSG00000038056,336.1.1,KMT2C,ENSG00000055609,lysine methyltransferase 2C [Source:HGNC Symbol;Acc:HGNC:13726]
